ID,YEAR,MONTH,ELEMENT,VALUE1,MFLAG1,QFLAG1,SFLAG1,VALUE2,MFLAG2,QFLAG2,SFLAG2,VALUE3,MFLAG3,QFLAG3,SFLAG3,VALUE4,MFLAG4,QFLAG4,SFLAG4,VALUE5,MFLAG5,QFLAG5,SFLAG5,VALUE6,MFLAG6,QFLAG6,SFLAG6,VALUE7,MFLAG7,QFLAG7,SFLAG7,VALUE8,MFLAG8,QFLAG8,SFLAG8,VALUE9,MFLAG9,QFLAG9,SFLAG9,VALUE10,MFLAG10,QFLAG10,SFLAG10,VALUE11,MFLAG11,QFLAG11,SFLAG11,VALUE12,MFLAG12,QFLAG12,SFLAG12,VALUE13,MFLAG13,QFLAG13,SFLAG13,VALUE14,MFLAG14,QFLAG14,SFLAG14,VALUE15,MFLAG15,QFLAG15,SFLAG15,VALUE16,MFLAG16,QFLAG16,SFLAG16,VALUE17,MFLAG17,QFLAG17,SFLAG17,VALUE18,MFLAG18,QFLAG18,SFLAG18,VALUE19,MFLAG19,QFLAG19,SFLAG19,VALUE20,MFLAG20,QFLAG20,SFLAG20,VALUE21,MFLAG21,QFLAG21,SFLAG21,VALUE22,MFLAG22,QFLAG22,SFLAG22,VALUE23,MFLAG23,QFLAG23,SFLAG23,VALUE24,MFLAG24,QFLAG24,SFLAG24,VALUE25,MFLAG25,QFLAG25,SFLAG25,VALUE26,MFLAG26,QFLAG26,SFLAG26,VALUE27,MFLAG27,QFLAG27,SFLAG27,VALUE28,MFLAG28,QFLAG28,SFLAG28,VALUE29,MFLAG29,QFLAG29,SFLAG29,VALUE30,MFLAG30,QFLAG30,SFLAG30,VALUE31,MFLAG31,QFLAG31,SFLAG31
USC00428922,1984,01,SNWD,457,,,0,457,,,0,432,,I,0,686,,I,0,406,,,0,406,,,0,406,,,0,406,,,0,406,,,0,406,,,0,457,,,0,406,,,0,406,,,0,457,,,0,457,,,0,457,,,0,457,,,0,432,,,0,432,,,0,432,,,0,432,,,0,432,,,0,457,,,0,432,,,0,356,,,0,330,,,0,330,,,0,305,,I,0,559,,I,0,305,,,0,305,,,0
USC00428922,1984,01,WT01,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,1,,,0
USC00428922,1984,01,WT06,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,
USC00428922,1984,01,WT11,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,02,TMAX,-11,,,0,-33,,,0,-11,,,0,-22,,,0,-22,,,0,-22,,,0,-11,,,0,-6,,,0,17,,,0,44,,,0,39,,,0,22,,,0,89,,,0,78,,,0,28,,,0,44,,,0,17,,,0,11,,,0,0,,,0,6,,,0,0,,,0,0,,,0,17,,,0,44,,,0,44,,,0,33,,,0,33,,,0,33,,,0,33,,,0,-9999,,,,-9999,,,
USC00428922,1984,02,TMIN,-94,,,0,-111,,,0,-111,,,0,-100,,,0,-100,,,0,-100,,,0,-94,,,0,-94,,,0,-89,,,0,-56,,,0,-39,,,0,-61,,,0,0,,I,0,-17,,,0,-67,,,0,-22,,,0,-33,,,0,-50,,,0,-89,,,0,-89,,,0,-122,,,0,-78,,,0,-89,,,0,-72,,,0,-44,,,0,-50,,,0,-67,,,0,-89,,,0,-106,,,0,-9999,,,,-9999,,,
USC00428922,1984,02,TOBS,-44,,,0,-56,,,0,-33,,,0,-56,,,0,-61,,,0,-56,,,0,-50,,,0,-28,,,0,-33,,,0,-28,,,0,-6,,,0,-17,,I,0,72,,,0,-11,,,0,6,,,0,-11,,,0,-6,,,0,-6,,,0,-33,,,0,-22,,,0,-56,,,0,-22,,,0,-6,,,0,-6,,,0,33,,,0,6,,,0,6,,,0,6,,,0,6,,,0,-9999,,,,-9999,,,
USC00428922,1984,02,PRCP,0,T,,0,0,T,,0,0,T,,0,0,,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,76,,,0,104,,,0,0,,,0,8,,,0,56,,,0,0,,,0,64,,,0,79,,,0,18,,,0,0,,,0,0,,,0,0,,,0,38,,,0,0,,,0,0,,,0,8,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,,-9999,,,
USC00428922,1984,02,SNOW,0,T,,0,0,T,,0,0,T,,0,0,,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,114,,,0,127,,,0,0,,,0,0,T,,0,25,,,0,0,,,0,51,,,0,102,,,0,38,,,0,0,,,0,0,,,0,0,,,0,51,,,0,0,,,0,0,,,0,13,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,,-9999,,,
USC00428922,1984,02,SNWD,305,,,0,305,,,0,305,,,0,305,,,0,305,,,0,305,,,0,305,,,0,305,,,0,305,,,0,432,,,0,432,,,0,381,,,0,356,,,0,305,,,0,305,,,0,356,,,0,457,,,0,381,,,0,356,,,0,356,,,0,330,,,0,381,,,0,356,,,0,356,,,0,381,,,0,330,,,0,330,,,0,330,,,0,330,,,0,-9999,,,,-9999,,,
USC00428922,1984,02,WT01,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,02,WT06,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,03,TMAX,50,,,0,44,,,0,28,,,0,28,,,0,22,,,0,67,,,0,100,,,0,122,,,0,100,,,0,117,,,0,83,,,0,111,,,0,156,,,0,167,,,0,111,,,0,94,,I,0,22,,I,0,56,,,0,83,,,0,83,,,0,128,,,0,50,,I,0,100,,,0,128,,,0,44,,,0,56,,,0,56,,,0,94,,,0,89,,,0,78,,,0,89,,,0
USC00428922,1984,03,TMIN,-56,,,0,-61,,,0,-28,,,0,-67,,,0,-78,,,0,-78,,,0,-6,,,0,-11,,,0,-6,,,0,0,,,0,0,,,0,22,,,0,11,,,0,56,,,0,11,,,0,-11,,,0,-11,,,0,-22,,,0,-11,,,0,0,,,0,0,,,0,-11,,,0,-11,,,0,-33,,,0,0,,,0,0,,,0,-17,,,0,-17,,,0,-6,,,0,28,,,0,44,,,0
USC00428922,1984,03,TOBS,33,,,0,17,,,0,0,,,0,0,,,0,0,,,0,50,,,0,89,,,0,89,,,0,67,,,0,72,,,0,72,,,0,78,,,0,144,,,0,67,,,0,111,,I,0,67,,I,0,-6,,,0,11,,,0,33,,,0,22,,,0,106,,I,0,44,,,0,83,,,0,44,,,0,0,,,0,50,,,0,50,,,0,-50,,I,0,67,,,0,61,,,0,44,,,0
USC00428922,1984,03,PRCP,0,,,0,0,T,,0,5,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,79,,,0,3,,,0,0,,,0,89,,,0,0,,,0,132,,,0,218,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,T,,0,10,,,0,38,,,0,10,,,0,23,,,0,18,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1984,03,SNOW,0,,,0,0,T,,0,13,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,13,,,0,0,,,0,0,,,0,0,,,0,0,,,0,25,,,0,191,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,13,,,0,38,,,0,0,T,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1984,03,SNWD,279,,,0,279,,,0,305,,,0,254,,,0,254,,,0,203,,,0,127,,,0,102,,,0,76,,,0,51,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,127,,,0,51,,,0,25,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1984,03,WT01,1,,,0,1,,,0,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,04,TMAX,94,,,0,67,,,0,111,,,0,156,,,0,172,,,0,161,,,0,111,,,0,178,,,0,167,,,0,94,,,0,78,,,0,133,,,0,144,,,0,178,,,0,233,,,0,261,,,0,250,,,0,200,,I,0,44,,I,0,56,,,0,139,,,0,139,,,0,172,,,0,189,,,0,172,,,0,44,,,0,72,,,0,83,,,0,94,,,0,139,,,0,-9999,,,
USC00428922,1984,04,TMIN,0,,,0,0,,,0,0,,,0,11,,,0,44,,,0,78,,,0,6,,,0,22,,,0,-11,,,0,11,,,0,-11,,,0,-6,,,0,33,,,0,33,,,0,72,,,0,111,,,0,56,,,0,44,,,0,0,,,0,6,,,0,33,,,0,39,,,0,56,,,0,50,,,0,-11,,,0,-39,,,0,-39,,,0,-11,,,0,-6,,,0,39,,,0,-9999,,,
USC00428922,1984,04,TOBS,0,,,0,44,,,0,100,,,0,128,,,0,156,,,0,94,,,0,89,,,0,167,,,0,61,,,0,72,,,0,44,,,0,117,,,0,100,,,0,161,,,0,206,,,0,244,,,0,233,,I,0,156,,I,0,44,,,0,50,,,0,111,,,0,122,,,0,139,,,0,161,,,0,0,,,0,22,,,0,44,,,0,67,,,0,89,,,0,111,,,0,-9999,,,
USC00428922,1984,04,PRCP,91,,,0,107,,,0,3,,,0,0,,,0,0,,,0,0,T,,0,61,,,0,0,,,0,183,,,0,30,,,0,81,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,218,,,0,86,,,0,3,,,0,0,,,0,0,T,,0,0,,,0,3,,,0,165,,,0,71,,,0,0,,,0,15,,,0,3,,,0,-9999,,,
USC00428922,1984,04,SNOW,13,,,0,102,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,64,,,0,0,T,,0,25,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,25,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,305,,,0,102,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1984,04,SNWD,25,,,0,25,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,25,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,127,,,0,51,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1984,04,WT11,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,05,TMAX,133,,,0,117,,,0,150,,,0,150,,,0,144,,,0,106,,,0,133,,,0,217,,,0,244,,,0,244,,,0,239,,,0,256,,,0,306,,,0,294,,,0,261,,,0,211,,,0,211,,,0,222,,,0,239,,,0,278,,,0,228,,I,0,217,,,0,306,,,0,294,,,0,194,,,0,272,,,0,233,,I,0,267,,,0,322,,,0,317,,,0,256,,,0
USC00428922,1984,05,TMIN,44,,,0,44,,,0,61,,,0,67,,,0,56,,,0,22,,,0,6,,,0,6,,,0,111,,,0,122,,,0,106,,,0,100,,,0,156,,,0,183,,,0,150,,,0,56,,,0,56,,,0,94,,,0,111,,,0,133,,,0,122,,,0,117,,,0,128,,,0,128,,,0,94,,,0,122,,,0,106,,,0,111,,,0,139,,,0,144,,,0,44,,,0
USC00428922,1984,05,TOBS,83,,,0,111,,,0,139,,,0,139,,,0,100,,,0,67,,,0,128,,,0,206,,,0,239,,,0,228,,,0,217,,,0,250,,,0,300,,,0,189,,,0,211,,,0,206,,,0,200,,,0,217,,,0,217,,,0,267,,I,0,217,,,0,194,,,0,250,,,0,183,,,0,189,,,0,261,,I,0,200,,,0,250,,,0,300,,,0,256,,,0,100,,,0
USC00428922,1984,05,PRCP,130,,,0,140,,,0,3,,,0,8,,,0,25,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,13,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,157,,,0
USC00428922,1984,05,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0
USC00428922,1984,05,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0
USC00428922,1984,05,WT03,-9999,,,,1,,,0,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0
USC00428922,1984,05,WT04,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,05,WT05,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0
USC00428922,1984,05,WT11,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0
USC00428922,1984,06,TMAX,172,,,0,267,,,0,261,,,0,194,,,0,183,,,0,161,,,0,167,,,0,161,,,0,178,,,0,172,,,0,189,,,0,239,,,0,261,,,0,289,,,0,272,,,0,256,,,0,250,,,0,294,,,0,306,,,0,289,,,0,283,,,0,-9999,,,,-9999,,,,-9999,,,,317,,,0,311,,,0,328,,,0,361,,,0,344,,,0,300,,,0,-9999,,,
USC00428922,1984,06,TMIN,83,,,0,83,,,0,111,,,0,100,,,0,72,,,0,161,,I,0,72,,,0,56,,,0,44,,,0,72,,,0,72,,,0,89,,,0,133,,,0,128,,,0,178,,,0,133,,,0,139,,,0,144,,,0,144,,,0,183,,,0,156,,,0,-9999,,,,-9999,,,,-9999,,,,183,,,0,189,,,0,183,,,0,200,,,0,222,,,0,178,,,0,-9999,,,
USC00428922,1984,06,TOBS,156,,,0,256,,,0,172,,,0,183,,,0,156,,,0,83,,I,0,167,,,0,128,,,0,172,,,0,122,,,0,144,,,0,222,,,0,239,,,0,267,,,0,261,,,0,233,,,0,244,,,0,244,,,0,272,,,0,289,,,0,211,,,0,-9999,,,,-9999,,,,-9999,,,,306,,,0,306,,,0,300,,,0,350,,,0,267,,,0,289,,,0,-9999,,,
USC00428922,1984,06,PRCP,84,,,0,0,,,0,81,,,0,0,T,,0,284,,,0,91,,,0,135,,,0,0,P,,0,64,,,0,41,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,8,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,13,,,0,-9999,,,
USC00428922,1984,06,SNOW,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,-9999,,,
USC00428922,1984,06,SNWD,0,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,-9999,,,
USC00428922,1984,06,WT03,-9999,,,,1,,,0,1,,,0,-9999,,,,1,,,0,-9999,,,,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,
USC00428922,1984,06,WT05,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,07,TMAX,300,,,0,311,,,0,300,,,0,294,,,0,339,,,0,356,,,0,344,,,0,333,,,0,294,,,0,294,,,0,339,,,0,333,,,0,300,,,0,328,,,0,322,,,0,322,,,0,328,,,0,361,,,0,344,,,0,311,,,0,311,,,0,261,,,0,300,,,0,322,,,0,333,,,0,317,,,0,322,,,0,322,,,0,272,,I,0,278,,,0,272,,,0
USC00428922,1984,07,TMIN,161,,,0,178,,,0,183,,,0,189,,,0,172,,,0,194,,,0,194,,,0,206,,,0,183,,,0,150,,,0,183,,,0,194,,,0,172,,,0,183,,,0,194,,,0,194,,,0,183,,,0,189,,,0,217,,,0,217,,,0,178,,,0,172,,,0,172,,,0,206,,,0,194,,,0,222,,,0,189,,,0,189,,,0,161,,,0,172,,,0,189,,,0
USC00428922,1984,07,TOBS,272,,,0,300,,,0,283,,,0,283,,,0,306,,,0,344,,,0,333,,,0,233,,,0,228,,,0,283,,,0,328,,,0,272,,,0,267,,,0,306,,,0,300,,,0,306,,,0,311,,,0,350,,,0,294,,,0,289,,,0,200,,,0,228,,,0,283,,,0,261,,,0,272,,,0,289,,,0,294,,,0,294,,I,0,217,,,0,250,,,0,267,,,0
USC00428922,1984,07,PRCP,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,18,,,0,13,,,0,3,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,84,,,0,23,,,0,5,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,33,,,0,0,T,,0,3,,,0
USC00428922,1984,07,SNOW,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0
USC00428922,1984,07,SNWD,0,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0
USC00428922,1984,07,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,07,WT05,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,07,WT11,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1984,08,TMAX,294,,,0,300,,,0,322,,,0,333,,,0,317,,,0,322,,,0,306,,,0,306,,,0,333,,,0,350,,,0,322,,,0,311,,,0,306,,,0,300,,,0,300,,,0,267,,,0,272,,,0,311,,,0,-9999,,,,289,,,0,289,,,0,300,,,0,289,,,0,311,,,0,300,,,0,294,,,0,306,,,0,300,,,0,311,,,0,333,,,0,333,,,0
USC00428922,1984,08,TMIN,178,,,0,144,,,0,183,,,0,194,,,0,194,,,0,211,,,0,189,,,0,178,,,0,194,,,0,200,,,0,206,,,0,172,,,0,194,,,0,161,,,0,189,,,0,178,,,0,161,,,0,189,,,0,-9999,,,,144,,,0,156,,,0,167,,,0,183,,,0,172,,,0,189,,,0,156,,,0,194,,,0,-9999,,,,172,,,0,194,,,0,189,,,0
USC00428922,1984,08,TOBS,289,,,0,283,,,0,300,,,0,317,,,0,300,,,0,306,,,0,289,,,0,289,,,0,311,,,0,328,,,0,250,,,0,294,,,0,289,,,0,267,,,0,267,,,0,222,,,0,256,,,0,283,,,0,-9999,,,,256,,,0,267,,,0,294,,,0,289,,,0,306,,,0,294,,,0,294,,,0,289,,,0,278,,,0,289,,,0,322,,,0,211,,,0
USC00428922,1984,08,PRCP,0,P,,0,58,,,0,0,P,,0,0,T,,0,36,,,0,3,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,T,,0,0,P,,0,0,P,,0,104,,,0,0,T,,0,48,,,0,23,,,0,0,P,,0,-9999,,,,-9999,,,,0,P,,0,0,P,,0,0,P,,0,81,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0
USC00428922,1984,08,SNOW,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0
USC00428922,1984,08,SNWD,0,,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0,0,P,,0
USC00428922,1984,08,DAPR,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,2,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
